sample_id,text,bias_type,bias_description,source_type,department,word_count,char_count,confidence_score,is_biased,timestamp
SAMPLE01471,"After hearing about a merger announcement, I'm convinced customer churn is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Finance,20,124,0.445,1,2025-01-06 16:31:17
SAMPLE01472,"I saw a success story on social media today, which makes me think we need to change strategy. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Strategy,23,128,0.716,1,2025-06-08 16:31:17
SAMPLE01473,"The last year showed decline, so I expect that pattern to continue despite historical averages.",recency_bias,Giving more weight to recent events than historical data,Meeting Note,Engineering,15,95,0.961,1,2025-08-24 16:31:17
SAMPLE01474,I knew decline would happen because the new analysis. This just proves what I've always believed about employee performance.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Meeting Note,Engineering,19,124,0.85,1,2025-06-19 16:31:17
SAMPLE01475,"I've always said quality matters most, and the new analysis confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Marketing,20,116,0.864,1,2025-10-12 16:31:17
SAMPLE01476,"Looking back, the launch was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Chat Message,Sales,13,83,0.529,1,2025-01-30 16:31:17
SAMPLE01477,This research validates what I already knew: customers prefer simplicity. Other studies are probably flawed.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Product,15,108,0.765,1,2025-05-26 16:31:17
SAMPLE01478,"We've already invested $679k in this project, so we need to continue even though metrics are declining.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Report,Operations,17,103,0.556,1,2025-09-16 16:31:17
SAMPLE01479,"I saw a failure on social media today, which makes me think we need to change strategy. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Meeting Note,Marketing,22,122,0.844,1,2025-02-28 16:31:17
SAMPLE01480,"I've spent 23 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Operations,19,94,0.864,1,2025-09-09 16:31:17
SAMPLE01481,I knew improve would happen because the recent report. This just proves what I've always believed about technology adoption.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Email,Finance,19,124,0.705,1,2025-03-07 16:31:17
SAMPLE01482,"After putting in substantial capital, we have to see it through despite technical challenges. We're too far in to stop.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Sales,20,119,0.6,1,2025-10-29 16:31:17
SAMPLE01483,"The trend is clearly toward automation. I don't want to be left behind, so I'm on board.",bandwagon_effect,Adopting beliefs because many others hold them,Survey Response,Marketing,17,88,0.799,1,2025-10-18 16:31:17
SAMPLE01484,"If 67% of people think experience beats credentials, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Decision Memo,Strategy,17,105,0.566,1,2025-05-13 16:31:17
SAMPLE01485,Current findings show positive outcomes. We should review contradictory evidence and consider multiple interpretations.,neutral,Balanced reasoning without evident cognitive bias,Meeting Note,Product,14,119,0.427,0,2025-01-27 16:31:17
SAMPLE01486,Of course customers left happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,HR,16,100,0.579,1,2025-07-30 16:31:17
SAMPLE01487,"The initial estimate was $217k, so I think $207k is reasonable even though new data suggests $352k.",anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Sales,17,99,0.663,1,2025-07-26 16:31:17
SAMPLE01488,Look at the recent study - it clearly shows strong trend. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Survey Response,Product,19,106,0.919,1,2024-11-19 16:31:17
SAMPLE01489,"I've spent 12 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Survey Response,Strategy,19,94,0.601,1,2025-06-02 16:31:17
SAMPLE01490,We've committed $270k and 25 months to this approach. Changing course now would mean admitting it was wrong.,sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Operations,18,108,0.897,1,2025-03-01 16:31:17
SAMPLE01491,"The initial estimate was $295k, so I think $269k is reasonable even though new data suggests $529k.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Marketing,17,99,0.932,1,2025-11-07 16:31:17
SAMPLE01492,"The initial estimate was 486 units, so I think $398k is reasonable even though new data suggests $634k.",anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Engineering,18,103,0.753,1,2025-04-26 16:31:17
SAMPLE01493,"Initial results indicate change, but we need to validate this with additional data before deciding.",neutral,Balanced reasoning without evident cognitive bias,Email,Product,15,99,0.814,0,2025-04-08 16:31:17
SAMPLE01494,"I've always said quality matters most, and the recent data confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Decision Memo,Finance,20,115,0.66,1,2025-09-07 16:31:17
SAMPLE01495,The latest performance metrics are most important. Historical averages don't reflect current reality.,recency_bias,Giving more weight to recent events than historical data,Survey Response,Product,13,101,0.645,1,2025-06-22 16:31:17
SAMPLE01496,We've committed $132k and 21 months to this approach. Changing course now would mean admitting it was wrong.,sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Email,Strategy,18,108,0.612,1,2025-02-26 16:31:17
SAMPLE01497,"After putting in major effort, we have to see it through despite poor performance. We're too far in to stop.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Chat Message,Product,20,108,0.951,1,2025-03-07 16:31:17
SAMPLE01498,"We've already invested $307k in this project, so we need to continue even though metrics are declining.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Chat Message,Strategy,17,103,0.56,1,2025-01-23 16:31:17
SAMPLE01499,"Looking back, the pivot was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,Marketing,13,82,0.78,1,2025-01-05 16:31:17
SAMPLE01500,"Everyone's talking about customer behavior lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Operations,17,110,0.726,1,2025-01-14 16:31:17
SAMPLE01501,This research validates what I already knew: data-driven decisions work best. Other studies are probably flawed.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Decision Memo,HR,16,112,0.922,1,2025-03-31 16:31:17
SAMPLE01502,"After hearing about a viral campaign, I'm convinced financial loss is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Operations,20,119,0.764,1,2025-10-17 16:31:17
SAMPLE01503,"My first impression was $225k, and I can't shake that feeling even after learning new competitive analysis.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Operations,17,107,0.539,1,2025-01-18 16:31:17
SAMPLE01504,"Everyone is switching to agile methodology, so it must be the right choice. I should do the same.",bandwagon_effect,Adopting beliefs because many others hold them,Survey Response,Strategy,18,97,0.601,1,2025-02-14 16:31:17
SAMPLE01505,"The data shows a correlation, though we should consider alternative explanations. More analysis is needed to draw conclusions.",neutral,Balanced reasoning without evident cognitive bias,Meeting Note,HR,18,126,0.611,0,2025-01-31 16:31:17
SAMPLE01506,"I saw a crisis on social media today, which makes me think we need to pivot quickly. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Finance,22,119,0.873,1,2025-11-07 16:31:17
SAMPLE01507,We've committed $353k and 21 months to this approach. Changing course now would mean admitting it was wrong.,sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Meeting Note,Finance,18,108,0.467,1,2025-02-03 16:31:17
SAMPLE01508,"My first impression was 376 units, and I can't shake that feeling even after learning updated market data.",anchoring_bias,Over-reliance on the first piece of information encountered,Email,Finance,18,106,0.636,1,2025-08-04 16:31:17
SAMPLE01509,"I've always said data-driven decisions work best, and the recent study confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Chat Message,Sales,21,127,0.674,1,2025-11-02 16:31:17
SAMPLE01510,"The original forecast said $407k, so anything close to that seems acceptable to me.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Engineering,14,83,0.708,1,2024-12-17 16:31:17
SAMPLE01511,"My first impression was $364k, and I can't shake that feeling even after learning revised estimates.",anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Strategy,16,100,0.839,1,2025-06-30 16:31:17
SAMPLE01512,"The analysis presents useful insights. However, we should seek diverse perspectives before concluding.",neutral,Balanced reasoning without evident cognitive bias,Email,Engineering,13,102,0.367,0,2025-09-24 16:31:17
SAMPLE01513,"Everyone's talking about investment strategy lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Engineering,17,112,0.79,1,2025-10-21 16:31:17
SAMPLE01514,"If 66% of people think customers prefer simplicity, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Decision Memo,Marketing,17,104,0.64,1,2025-11-02 16:31:17
SAMPLE01515,"If 62% of people think experience beats credentials, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Engineering,17,105,0.419,1,2025-06-20 16:31:17
SAMPLE01516,"Initial results indicate growth, but we need to validate this with additional data before deciding.",neutral,Balanced reasoning without evident cognitive bias,Report,Strategy,15,99,0.605,0,2025-06-12 16:31:17
SAMPLE01517,"When I first heard the price was 357 units, that stuck with me. Now $301k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Engineering,20,97,0.988,1,2025-07-03 16:31:17
SAMPLE01518,"All the experts are recommending sustainability initiatives, so I'll follow their lead. They can't all be wrong.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Finance,17,112,0.633,1,2025-05-17 16:31:17
SAMPLE01519,"I've spent 27 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Report,Strategy,19,94,0.541,1,2025-03-28 16:31:17
SAMPLE01520,The latest performance metrics are most important. Historical averages don't reflect current reality.,recency_bias,Giving more weight to recent events than historical data,Email,Product,13,101,0.824,1,2025-03-29 16:31:17
SAMPLE01521,"All the experts are recommending digital transformation, so I'll follow their lead. They can't all be wrong.",bandwagon_effect,Adopting beliefs because many others hold them,Chat Message,HR,17,108,0.359,1,2025-03-09 16:31:17
SAMPLE01522,"After hearing about a data breach, I'm convinced financial loss is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Finance,20,116,0.692,1,2025-03-24 16:31:17
SAMPLE01523,It was clear that the strategy worked was coming. Anyone could have predicted it based on early indicators.,hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,Sales,18,107,0.843,1,2025-09-09 16:31:17
SAMPLE01524,"Looking back, the pivot was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Report,Sales,13,82,0.717,1,2025-11-02 16:31:17
SAMPLE01525,Of course the company failed happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Chat Message,Product,17,104,0.574,1,2025-01-12 16:31:17
SAMPLE01526,Recent performance indicates ongoing challenges. Past data from years ago isn't as relevant anymore.,recency_bias,Giving more weight to recent events than historical data,Chat Message,Engineering,14,100,0.606,1,2025-03-08 16:31:17
SAMPLE01527,I based my decision on the initial figure of 295 units. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Email,Operations,18,100,0.841,1,2024-12-01 16:31:17
SAMPLE01528,I based my decision on the initial figure of $115k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Email,Operations,17,96,0.717,1,2025-07-04 16:31:17
SAMPLE01529,"The last few months showed volatility, so I expect that pattern to continue despite historical averages.",recency_bias,Giving more weight to recent events than historical data,Meeting Note,Sales,16,104,0.918,1,2025-10-24 16:31:17
SAMPLE01530,"Most people believe customers prefer simplicity, so there's probably something to it. I'll go along with the majority.",bandwagon_effect,Adopting beliefs because many others hold them,Chat Message,Operations,18,118,0.851,1,2025-03-07 16:31:17
SAMPLE01531,"I just read about a merger announcement, so I'm very concerned about operational risks. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Strategy,20,124,0.698,1,2025-04-08 16:31:17
SAMPLE01532,"Everyone's talking about technology adoption lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,HR,17,112,0.842,1,2025-06-05 16:31:17
SAMPLE01533,"Based on what happened {timeframe}, I predict {outcome}. Long-term trends don't matter as much.",recency_bias,Giving more weight to recent events than historical data,Email,Engineering,14,95,0.886,1,2025-05-16 16:31:17
SAMPLE01534,"My first impression was $322k, and I can't shake that feeling even after learning revised estimates.",anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Finance,16,100,0.763,1,2025-05-31 16:31:17
SAMPLE01535,Current findings show interesting patterns. We should review contradictory evidence and consider multiple interpretations.,neutral,Balanced reasoning without evident cognitive bias,Chat Message,Sales,14,122,0.393,0,2025-06-18 16:31:17
SAMPLE01536,Look at the new analysis - it clearly shows obvious correlation. Anyone who disagrees is just ignoring the facts.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Chat Message,HR,19,113,0.822,1,2024-11-08 16:31:17
SAMPLE01537,"When I first heard the price was $327k, that stuck with me. Now $288k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Email,Product,19,93,0.581,1,2024-12-16 16:31:17
SAMPLE01538,"The original forecast said 176 units, so anything close to that seems acceptable to me.",anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Finance,15,87,0.796,1,2025-04-21 16:31:17
SAMPLE01539,"All the experts are recommending ecosystem partnerships, so I'll follow their lead. They can't all be wrong.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Product,17,108,0.938,1,2025-01-01 16:31:17
SAMPLE01540,"Everyone's talking about risk management lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Engineering,17,108,0.795,1,2025-01-30 16:31:17
SAMPLE01541,"We've already invested $697k in this project, so we need to continue even though competitors have moved ahead.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Decision Memo,Engineering,18,110,0.825,1,2025-01-07 16:31:17
SAMPLE01542,"I just read about a data breach, so I'm very concerned about operational risks. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Meeting Note,Strategy,20,116,0.932,1,2025-10-17 16:31:17
SAMPLE01543,"We've already invested $967k in this project, so we need to continue even though costs are escalating.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Chat Message,Sales,17,102,0.757,1,2025-07-26 16:31:17
SAMPLE01544,"I saw a failure on social media today, which makes me think we need to change strategy. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Finance,22,122,0.815,1,2025-07-18 16:31:17
SAMPLE01545,"All the experts are recommending ecosystem partnerships, so I'll follow their lead. They can't all be wrong.",bandwagon_effect,Adopting beliefs because many others hold them,Report,Operations,17,108,0.799,1,2025-10-27 16:31:17
SAMPLE01546,This research validates what I already knew: quality matters most. Other studies are probably flawed.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Survey Response,Strategy,15,101,0.563,1,2025-08-17 16:31:17
SAMPLE01547,The data supports my view that strong correlation. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Finance,15,94,0.501,1,2025-03-17 16:31:17
SAMPLE01548,"Everyone is switching to subscription models, so it must be the right choice. I should do the same.",bandwagon_effect,Adopting beliefs because many others hold them,Email,Finance,18,99,0.908,1,2024-11-29 16:31:17
SAMPLE01549,"I just read about a market crash, so I'm very concerned about operational risks. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Engineering,20,117,0.748,1,2025-03-26 16:31:17
SAMPLE01550,Of course customers left happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,Finance,16,100,0.892,1,2024-11-28 16:31:17
SAMPLE01551,"I saw an innovation on social media today, which makes me think we need to pivot quickly. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Survey Response,Finance,22,124,0.803,1,2025-05-01 16:31:17
SAMPLE01552,"I've spent 28 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Meeting Note,HR,19,94,0.792,1,2025-04-14 16:31:17
SAMPLE01553,I always suspected the merger would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,Engineering,15,84,0.829,1,2025-10-26 16:31:17
SAMPLE01554,"Everyone is switching to subscription models, so it must be the right choice. I should do the same.",bandwagon_effect,Adopting beliefs because many others hold them,Decision Memo,HR,18,99,0.578,1,2025-05-07 16:31:17
SAMPLE01555,"The initial estimate was 245 units, so I think $238k is reasonable even though new data suggests $373k.",anchoring_bias,Over-reliance on the first piece of information encountered,Decision Memo,Product,18,103,0.846,1,2025-05-13 16:31:17
SAMPLE01556,"When I first heard the price was 167 units, that stuck with me. Now $194k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Report,Finance,20,97,0.754,1,2025-10-20 16:31:17
SAMPLE01557,"The initial estimate was 245 units, so I think $270k is reasonable even though new data suggests $329k.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Strategy,18,103,0.378,1,2025-07-02 16:31:17
SAMPLE01558,"After putting in countless hours, we have to see it through despite technical challenges. We're too far in to stop.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Report,Finance,20,115,0.726,1,2025-04-12 16:31:17
SAMPLE01559,This research validates what I already knew: innovation drives success. Other studies are probably flawed.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Chat Message,Operations,15,106,0.897,1,2025-06-13 16:31:17
SAMPLE01560,"When I first heard the price was 330 units, that stuck with me. Now $319k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Marketing,20,97,0.774,1,2025-10-04 16:31:17
SAMPLE01561,"Given how much countless hours we've already used, we should keep going even if trying something different makes more sense.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Meeting Note,Operations,20,124,0.562,1,2025-08-21 16:31:17
SAMPLE01562,"My first impression was $323k, and I can't shake that feeling even after learning updated market data.",anchoring_bias,Over-reliance on the first piece of information encountered,Survey Response,Strategy,17,102,0.896,1,2025-02-24 16:31:17
SAMPLE01563,"When I first heard the price was $308k, that stuck with me. Now $294k seems like a good deal.",anchoring_bias,Over-reliance on the first piece of information encountered,Report,Finance,19,93,0.705,1,2024-12-31 16:31:17
SAMPLE01564,"While first analysis suggests a causal relationship, there are several confounding factors to examine further.",neutral,Balanced reasoning without evident cognitive bias,Report,Strategy,15,110,0.157,0,2025-10-04 16:31:17
SAMPLE01565,I'm focusing on this month's data because that's what's happening now. Older data is outdated.,recency_bias,Giving more weight to recent events than historical data,Survey Response,Sales,15,94,0.724,1,2025-02-12 16:31:17
SAMPLE01566,"I've spent 36 months on this, so I can't quit now. That would mean all that effort was wasted.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Survey Response,Engineering,19,94,0.833,1,2025-09-04 16:31:17
SAMPLE01567,The data supports my view that clear correlation. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Decision Memo,Sales,15,93,0.757,1,2025-06-07 16:31:17
SAMPLE01568,The data supports my view that strong correlation. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Chat Message,Operations,15,94,0.856,1,2025-03-22 16:31:17
SAMPLE01569,"The original forecast said $492k, so anything close to that seems acceptable to me.",anchoring_bias,Over-reliance on the first piece of information encountered,Report,Operations,14,83,0.672,1,2025-10-30 16:31:17
SAMPLE01570,"I've always said data-driven decisions work best, and the latest data confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Engineering,21,126,0.867,1,2025-09-02 16:31:17
SAMPLE01571,"Everyone's talking about market trends lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Sales,17,106,0.468,1,2024-12-08 16:31:17
SAMPLE01572,Of course the company failed happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,Engineering,17,104,0.882,1,2025-10-18 16:31:17
SAMPLE01573,"After hearing about a market crash, I'm convinced business disruption is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Strategy,20,122,0.887,1,2025-09-17 16:31:17
SAMPLE01574,"If 60% of people think experience beats credentials, it's probably correct. I trust the wisdom of crowds.",bandwagon_effect,Adopting beliefs because many others hold them,Report,HR,17,105,0.577,1,2025-10-26 16:31:17
SAMPLE01575,"Looking back, the launch was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,HR,13,83,0.598,1,2025-06-15 16:31:17
SAMPLE01576,"The trend is clearly toward automation. I don't want to be left behind, so I'm on board.",bandwagon_effect,Adopting beliefs because many others hold them,Decision Memo,Strategy,17,88,0.675,1,2024-12-01 16:31:17
SAMPLE01577,"While first analysis suggests a significant effect, there are several confounding factors to examine further.",neutral,Balanced reasoning without evident cognitive bias,Report,Marketing,15,109,0.3,0,2024-12-27 16:31:17
SAMPLE01578,I knew decline would happen because the latest analysis. This just proves what I've always believed about investment strategy.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Finance,19,126,0.734,1,2025-04-07 16:31:17
SAMPLE01579,"The last 6 months showed stability, so I expect that pattern to continue despite historical averages.",recency_bias,Giving more weight to recent events than historical data,Report,Strategy,16,101,0.397,1,2025-06-25 16:31:17
SAMPLE01580,"I just read about a regulatory change, so I'm very concerned about security threats. It seems to be happening everywhere.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Engineering,20,121,0.813,1,2025-05-16 16:31:17
SAMPLE01581,"Looking back, the launch was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Survey Response,Operations,13,83,0.698,1,2024-12-01 16:31:17
SAMPLE01582,I always suspected the merger would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Decision Memo,Product,15,84,0.669,1,2025-05-23 16:31:17
SAMPLE01583,I based my decision on the initial figure of 310 units. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Product,18,100,0.711,1,2025-09-14 16:31:17
SAMPLE01584,I always suspected the product success would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Report,Marketing,16,93,0.822,1,2024-11-15 16:31:17
SAMPLE01585,Of course customers left happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,Product,16,100,0.679,1,2025-09-27 16:31:17
SAMPLE01586,"The analysis presents mixed signals. However, we should seek diverse perspectives before concluding.",neutral,Balanced reasoning without evident cognitive bias,Decision Memo,Operations,13,100,0.431,0,2025-04-09 16:31:17
SAMPLE01587,The data supports my view that strong pattern. I'm not interested in arguments against it.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Decision Memo,Sales,15,90,0.996,1,2025-01-10 16:31:17
SAMPLE01588,"Looking back, the expansion was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Report,Operations,13,86,0.676,1,2025-05-19 16:31:17
SAMPLE01589,"The initial estimate was $131k, so I think $135k is reasonable even though new data suggests $226k.",anchoring_bias,Over-reliance on the first piece of information encountered,Email,Strategy,17,99,0.656,1,2025-08-23 16:31:17
SAMPLE01590,"While preliminary data suggests a causal relationship, there are several confounding factors to examine further.",neutral,Balanced reasoning without evident cognitive bias,Email,Operations,15,112,0.193,0,2025-06-11 16:31:17
SAMPLE01591,It was clear that the strategy worked was coming. Anyone could have predicted it based on early indicators.,hindsight_bias,Believing past events were more predictable than they actually were,Meeting Note,HR,18,107,0.624,1,2025-09-17 16:31:17
SAMPLE01592,"I saw a success story on social media today, which makes me think we need to invest heavily. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Email,Product,23,127,0.599,1,2025-01-08 16:31:17
SAMPLE01593,"Everyone's talking about employee performance lately, so it must be a major issue that needs immediate attention.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Marketing,17,113,0.702,1,2025-02-26 16:31:17
SAMPLE01594,"Looking back, the acquisition was inevitable. I'm surprised others didn't see it coming.",hindsight_bias,Believing past events were more predictable than they actually were,Chat Message,Operations,13,88,0.863,1,2024-11-17 16:31:17
SAMPLE01595,"Since a supply chain disruption happened recently, I think the probability of customer churn is much higher than statistics show.",availability_bias,Overestimating likelihood of events based on their mental availability,Meeting Note,HR,20,129,0.943,1,2025-07-23 16:31:17
SAMPLE01596,I'm focusing on Q4 results because that's what's happening now. Older data is outdated.,recency_bias,Giving more weight to recent events than historical data,Email,Operations,14,87,0.946,1,2025-09-13 16:31:17
SAMPLE01597,"Given how much substantial capital we've already used, we should keep going even if pivoting strategy makes more sense.",sunk_cost_fallacy,Continuing a behavior due to previously invested resources,Report,Engineering,19,119,0.586,1,2025-03-30 16:31:17
SAMPLE01598,"I've always said innovation drives success, and the recent data confirms it. I don't need to look at contradictory data.",confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Sales,20,120,0.878,1,2025-08-01 16:31:17
SAMPLE01599,"I saw a success story on social media today, which makes me think we need to pivot quickly. It's clearly a widespread problem.",availability_bias,Overestimating likelihood of events based on their mental availability,Decision Memo,Sales,23,126,0.385,1,2024-11-09 16:31:17
SAMPLE01600,"After hearing about a supply chain disruption, I'm convinced financial loss is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Chat Message,Operations,21,128,0.625,1,2025-11-04 16:31:17
SAMPLE01601,I knew fail would happen because the latest analysis. This just proves what I've always believed about market trends.,confirmation_bias,"Tendency to search for, interpret, or recall information that confirms preexisting beliefs",Report,Finance,19,117,0.399,1,2025-02-18 16:31:17
SAMPLE01602,I always suspected the reorganization would occur. It seems so obvious now that it happened.,hindsight_bias,Believing past events were more predictable than they actually were,Email,Strategy,15,92,0.768,1,2024-12-19 16:31:17
SAMPLE01603,"After hearing about a viral campaign, I'm convinced customer churn is very likely. The news is full of similar stories.",availability_bias,Overestimating likelihood of events based on their mental availability,Report,Finance,20,119,0.583,1,2025-08-24 16:31:17
SAMPLE01604,Current findings show notable changes. We should review contradictory evidence and consider multiple interpretations.,neutral,Balanced reasoning without evident cognitive bias,Survey Response,Product,14,117,0.286,0,2025-02-05 16:31:17
SAMPLE01605,I knew the reorganization would happen all along. The signs were obvious in retrospect.,hindsight_bias,Believing past events were more predictable than they actually were,Decision Memo,Marketing,14,87,0.785,1,2025-03-10 16:31:17
SAMPLE01606,Of course customers left happened - all the indicators pointed to it. It was completely predictable.,hindsight_bias,Believing past events were more predictable than they actually were,Report,Engineering,16,100,0.875,1,2025-06-25 16:31:17
SAMPLE01607,I based my decision on the initial figure of $203k. Later adjustments don't change my view much.,anchoring_bias,Over-reliance on the first piece of information encountered,Meeting Note,Sales,17,96,0.442,1,2025-06-25 16:31:17
